Team,Year,Season,Week,Opponent,Outcome,Score,Points For,Points Against,Margin of Victory,Opponent Name,Real Opponent Name,
The Wolf of Greek St,2015,5,9,avatar richard,Loss,121.48 - 125.88,121.48,125.88,-4.4,richard,richard,
The Wolf of Greek St,2015,5,10,avatar Milk Man,Win,89.98 - 74.30,89.98 , 74.30,15.68,Milk Man,Milk Man,
The Wolf of Greek St,2015,5,11,avatar The People's Champ,Loss,104.94 - 121.08,104.94,121.08,-16.14,The People's Champ,The People's Champ,
The Wolf of Greek St,2015,5,12,avatar Dune Squad,Loss,120.42 - 130.90,120.42,130.90,-10.48,Dune Squad,Dune Squad,
The Wolf of Greek St,2015,5,13,avatar Commissioner Gordon,Win,99.88 - 86.00,99.88 , 86.00,13.88,Commissioner Gordon,Commissioner Gordon,
Surace,2014,4,1,avatar The Mighty Albatross,Loss,92.22 - 107.98,92.22 ,107.98,-15.76,The Mighty Albatross,The Mighty Albatross,
Surace,2014,4,2,avatar HEAD,Win,122.74 - 98.52,122.74, 98.52,24.22,HEAD,Black Mass,
Surace,2014,4,3,avatar Poppy's Champions,Loss,104.04 - 137.88,104.04,137.88,-33.84,Poppy's Champions,Poppy's Champions,
Surace,2014,4,4,avatar Persian Immortals,Win,121.92 - 110.02,121.92,110.02,11.9,Persian Immortals,The People's Champ,
Surace,2014,4,5,avatar Milk Man,Loss,91.64 - 93.94,91.64 , 93.94,-2.3,Milk Man,Milk Man,
Surace,2014,4,6,avatar The Black Shepherd,Loss,80.14 - 96.68,80.14 , 96.68,-16.54,The Black Shepherd,The Black Shepherd,
Surace,2014,4,7,avatar Dune Squad,Win,104.42 - 92.10,104.42, 92.10,12.32,Dune Squad,Dune Squad,
Surace,2014,4,8,avatar The Mighty Albatross,Win,127.72 - 96.56,127.72, 96.56,31.16,The Mighty Albatross,The Mighty Albatross,
Surace,2014,4,9,avatar The Wolf of Greek St,Loss,111.82 - 120.60,111.82,120.60,-8.78,The Wolf of Greek St,The Wolf of Greek St,
Surace,2014,4,10,avatar Commissioner Gordon,Win,112.76 - 89.68,112.76, 89.68,23.08,Commissioner Gordon,Commissioner Gordon,
Surace,2014,4,11,avatar HEAD,Win,111.22 - 62.78,111.22, 62.78,48.44,HEAD,Black Mass,
Surace,2014,4,12,avatar Poppy's Champions,Loss,98.92 - 115.16,98.92 ,115.16,-16.24,Poppy's Champions,Poppy's Champions,
Surace,2014,4,13,avatar The Black Shepherd,Loss,68.60 - 107.36,68.60 ,107.36,-38.76,The Black Shepherd,The Black Shepherd,
Commisioner Gordan,2014,4,1,avatar The Wolf of Greek St,Loss,92.12 - 106.34,92.12 ,106.34,-14.22,The Wolf of Greek St,The Wolf of Greek St,
Commisioner Gordan,2014,4,2,avatar Milk Man,Loss,68.58 - 83.38,68.58 , 83.38,-14.8,Milk Man,Milk Man,
Commisioner Gordan,2014,4,3,avatar richard,Loss,90.22 - 119.16,90.22 ,119.16,-28.94,richard,richard,
Commisioner Gordan,2014,4,4,avatar Poppy's Champions,Win,125.90 - 86.38,125.90, 86.38,39.52,Poppy's Champions,Poppy's Champions,
Commisioner Gordan,2014,4,5,avatar HEAD,Loss,119.44 - 123.30,119.44,123.30,-3.86,HEAD,Black Mass,
Commisioner Gordan,2014,4,6,avatar Persian Immortals,Loss,95.42 - 112.92,95.42 ,112.92,-17.5,Persian Immortals,The People's Champ,
Commisioner Gordan,2014,4,7,avatar GhostingTheLombardi,Win,132.38 - 124.16,132.38,124.16,8.22,GhostingTheLombardi,GhostingTheLombardi,
Commisioner Gordan,2014,4,8,avatar The Wolf of Greek St,Win,128.24 - 122.46,128.24,122.46,5.78,The Wolf of Greek St,The Wolf of Greek St,
Commisioner Gordan,2014,4,9,avatar The Black Shepherd,Win,132.28 - 95.42,132.28, 95.42,36.86,The Black Shepherd,The Black Shepherd,
Commisioner Gordan,2014,4,10,avatar Surace,Loss,89.68 - 112.76,89.68 ,112.76,-23.08,Surace,Surace,
Commisioner Gordan,2014,4,11,avatar Milk Man,Loss,96.90 - 140.02,96.90 ,140.02,-43.12,Milk Man,Milk Man,
Commisioner Gordan,2014,4,12,avatar richard,Win,146.10 - 80.10,146.10, 80.10,66,richard,richard,
Commisioner Gordan,2014,4,13,avatar Persian Immortals,Win,141.38 - 116.24,141.38,116.24,25.14,Persian Immortals,The People's Champ,
Black Mass,2014,4,1,avatar Poppy's Champions,Loss,75.98 - 95.56,75.98 , 95.56,-19.58,Poppy's Champions,Poppy's Champions,
Black Mass,2014,4,2,avatar Surace,Loss,98.52 - 122.74,98.52 ,122.74,-24.22,Surace,Surace,
Black Mass,2014,4,3,avatar Dune Squad,Loss,87.80 - 94.54,87.80 , 94.54,-6.74,Dune Squad,Dune Squad,
Black Mass,2014,4,4,avatar The Wolf of Greek St,Loss,92.80 - 95.08,92.80 , 95.08,-2.28,The Wolf of Greek St,The Wolf of Greek St,
Black Mass,2014,4,5,avatar Commissioner Gordon,Win,123.30 - 119.44,123.30,119.44,3.86,Commissioner Gordon,Commissioner Gordon,
Black Mass,2014,4,6,avatar The Mighty Albatross,Win,110.06 - 104.80,110.06,104.80,5.26,The Mighty Albatross,The Mighty Albatross,
Black Mass,2014,4,7,avatar The Black Shepherd,Loss,96.30 - 124.22,96.30 ,124.22,-27.92,The Black Shepherd,The Black Shepherd,
Black Mass,2014,4,8,avatar Poppy's Champions,Loss,110.74 - 162.32,110.74,162.32,-51.58,Poppy's Champions,Poppy's Champions,
Black Mass,2014,4,9,avatar richard,Win,102.54 - 94.76,102.54, 94.76,7.78,richard,richard,
Black Mass,2014,4,10,avatar GhostingTheLombardi,Loss,73.94 - 129.66,73.94 ,129.66,-55.72,GhostingTheLombardi,GhostingTheLombardi,
Black Mass,2014,4,11,avatar Surace,Loss,62.78 - 111.22,62.78 ,111.22,-48.44,Surace,Surace,
Black Mass,2014,4,12,avatar Dune Squad,Loss,48.80 - 77.84,48.80 , 77.84,-29.04,Dune Squad,Dune Squad,
Black Mass,2014,4,13,avatar The Mighty Albatross,Loss,56.80 - 101.70,56.80 ,101.70,-44.9,The Mighty Albatross,The Mighty Albatross,
Dune Squad,2014,4,1,avatar The Black Shepherd,Loss,93.20 - 147.64,93.20 ,147.64,-54.44,The Black Shepherd,The Black Shepherd,
Dune Squad,2014,4,2,avatar The Mighty Albatross,Loss,78.88 - 107.14,78.88 ,107.14,-28.26,The Mighty Albatross,The Mighty Albatross,
Dune Squad,2014,4,3,avatar HEAD,Win,94.54 - 87.80,94.54 , 87.80,6.74,HEAD,Black Mass,
Dune Squad,2014,4,4,avatar GhostingTheLombardi,Loss,85.88 - 129.42,85.88 ,129.42,-43.54,GhostingTheLombardi,GhostingTheLombardi,
Dune Squad,2014,4,5,avatar Persian Immortals,Win,100.12 - 57.54,100.12, 57.54,42.58,Persian Immortals,The People's Champ,
Dune Squad,2014,4,6,avatar Poppy's Champions,Loss,110.92 - 120.96,110.92,120.96,-10.04,Poppy's Champions,Poppy's Champions,
Dune Squad,2014,4,7,avatar Surace,Loss,92.10 - 104.42,92.10 ,104.42,-12.32,Surace,Surace,
Dune Squad,2014,4,8,avatar The Black Shepherd,Loss,103.88 - 119.14,103.88,119.14,-15.26,The Black Shepherd,The Black Shepherd,
Dune Squad,2014,4,9,avatar Milk Man,Loss,48.02 - 109.36,48.02 ,109.36,-61.34,Milk Man,Milk Man,
Dune Squad,2014,4,10,avatar The Wolf of Greek St,Loss,87.08 - 106.52,87.08 ,106.52,-19.44,The Wolf of Greek St,The Wolf of Greek St,
Dune Squad,2014,4,11,avatar The Mighty Albatross,Loss,70.32 - 96.48,70.32 , 96.48,-26.16,The Mighty Albatross,The Mighty Albatross,
Dune Squad,2014,4,12,avatar HEAD,Win,77.84 - 48.80,77.84 , 48.80,29.04,HEAD,Black Mass,
Dune Squad,2014,4,13,avatar Poppy's Champions,Win,142.92 - 107.82,142.92,107.82,35.1,Poppy's Champions,Poppy's Champions,
GhostingTheLombardi,2014,4,1,avatar richard,Win,175.50 - 112.96,175.50,112.96,62.54,richard,richard,
GhostingTheLombardi,2014,4,2,avatar Persian Immortals,Loss,77.38 - 138.62,77.38 ,138.62,-61.24,Persian Immortals,The People's Champ,
GhostingTheLombardi,2014,4,3,avatar Milk Man,Win,125.60 - 72.12,125.60, 72.12,53.48,Milk Man,Milk Man,
GhostingTheLombardi,2014,4,4,avatar Dune Squad,Win,129.42 - 85.88,129.42, 85.88,43.54,Dune Squad,Dune Squad,
GhostingTheLombardi,2014,4,5,avatar The Mighty Albatross,Win,130.28 - 86.14,130.28, 86.14,44.14,The Mighty Albatross,The Mighty Albatross,
GhostingTheLombardi,2014,4,6,avatar The Wolf of Greek St,Win,124.10 - 111.80,124.10,111.80,12.3,The Wolf of Greek St,The Wolf of Greek St,
GhostingTheLombardi,2014,4,7,avatar Commissioner Gordon,Loss,124.16 - 132.38,124.16,132.38,-8.22,Commissioner Gordon,Commissioner Gordon,
GhostingTheLombardi,2014,4,8,avatar richard,Loss,148.60 - 165.68,148.60,165.68,-17.08,richard,richard,
GhostingTheLombardi,2014,4,9,avatar Poppy's Champions,Win,101.66 - 92.76,101.66, 92.76,8.9,Poppy's Champions,Poppy's Champions,
GhostingTheLombardi,2014,4,10,avatar HEAD,Win,129.66 - 73.94,129.66, 73.94,55.72,HEAD,Black Mass,
GhostingTheLombardi,2014,4,11,avatar Persian Immortals,Win,116.32 - 107.32,116.32,107.32,9,Persian Immortals,The People's Champ,
GhostingTheLombardi,2014,4,12,avatar Milk Man,Win,108.82 - 78.64,108.82, 78.64,30.18,Milk Man,Milk Man,
GhostingTheLombardi,2014,4,13,avatar The Wolf of Greek St,Win,183.50 - 160.20,183.50,160.20,23.3,The Wolf of Greek St,The Wolf of Greek St,
Milk Man,2014,4,1,avatar Persian Immortals,Loss,94.56 - 113.34,94.56 ,113.34,-18.78,Persian Immortals,The People's Champ,
Milk Man,2014,4,2,avatar Commissioner Gordon,Win,83.38 - 68.58,83.38 , 68.58,14.8,Commissioner Gordon,Commissioner Gordon,
Milk Man,2014,4,3,avatar GhostingTheLombardi,Loss,72.12 - 125.60,72.12 ,125.60,-53.48,GhostingTheLombardi,GhostingTheLombardi,
Milk Man,2014,4,4,avatar The Black Shepherd,Loss,92.72 - 109.02,92.72 ,109.02,-16.3,The Black Shepherd,The Black Shepherd,
Milk Man,2014,4,5,avatar Surace,Win,93.94 - 91.64,93.94 , 91.64,2.3,Surace,Surace,
Milk Man,2014,4,6,avatar richard,Loss,79.04 - 113.14,79.04 ,113.14,-34.1,richard,richard,
Milk Man,2014,4,7,avatar The Wolf of Greek St,Win,111.72 - 89.38,111.72, 89.38,22.34,The Wolf of Greek St,The Wolf of Greek St,
Milk Man,2014,4,8,avatar Persian Immortals,Loss,91.36 - 91.44,91.36 , 91.44,-0.08,Persian Immortals,The People's Champ,
Milk Man,2014,4,9,avatar Dune Squad,Win,109.36 - 48.02,109.36, 48.02,61.34,Dune Squad,Dune Squad,
Milk Man,2014,4,10,avatar The Mighty Albatross,Loss,111.28 - 156.38,111.28,156.38,-45.1,The Mighty Albatross,The Mighty Albatross,
Milk Man,2014,4,11,avatar Commissioner Gordon,Win,140.02 - 96.90,140.02, 96.90,43.12,Commissioner Gordon,Commissioner Gordon,
Milk Man,2014,4,12,avatar GhostingTheLombardi,Loss,78.64 - 108.82,78.64 ,108.82,-30.18,GhostingTheLombardi,GhostingTheLombardi,
Milk Man,2014,4,13,avatar richard,Win,91.04 - 87.10,91.04 , 87.10,3.94,richard,richard,
Poppy's Champions,2014,4,1,avatar HEAD,Win,95.56 - 75.98,95.56 , 75.98,19.58,HEAD,Black Mass,
Poppy's Champions,2014,4,2,avatar The Black Shepherd,Win,119.04 - 98.74,119.04, 98.74,20.3,The Black Shepherd,The Black Shepherd,
Poppy's Champions,2014,4,3,avatar Surace,Win,137.88 - 104.04,137.88,104.04,33.84,Surace,Surace,
Poppy's Champions,2014,4,4,avatar Commissioner Gordon,Loss,86.38 - 125.90,86.38 ,125.90,-39.52,Commissioner Gordon,Commissioner Gordon,
Poppy's Champions,2014,4,5,avatar richard,Win,115.34 - 95.56,115.34, 95.56,19.78,richard,richard,
Poppy's Champions,2014,4,6,avatar Dune Squad,Win,120.96 - 110.92,120.96,110.92,10.04,Dune Squad,Dune Squad,
Poppy's Champions,2014,4,7,avatar The Mighty Albatross,Win,110.90 - 92.34,110.90, 92.34,18.56,The Mighty Albatross,The Mighty Albatross,
Poppy's Champions,2014,4,8,avatar HEAD,Win,162.32 - 110.74,162.32,110.74,51.58,HEAD,Black Mass,
Poppy's Champions,2014,4,9,avatar GhostingTheLombardi,Loss,92.76 - 101.66,92.76 ,101.66,-8.9,GhostingTheLombardi,GhostingTheLombardi,
Poppy's Champions,2014,4,10,avatar Persian Immortals,Win,131.10 - 93.10,131.10, 93.10,38,Persian Immortals,The People's Champ,
Poppy's Champions,2014,4,11,avatar The Black Shepherd,Win,129.24 - 112.96,129.24,112.96,16.28,The Black Shepherd,The Black Shepherd,
Poppy's Champions,2014,4,12,avatar Surace,Win,115.16 - 98.92,115.16, 98.92,16.24,Surace,Surace,
Poppy's Champions,2014,4,13,avatar Dune Squad,Loss,107.82 - 142.92,107.82,142.92,-35.1,Dune Squad,Dune Squad,
Richard,2014,4,1,avatar GhostingTheLombardi,Loss,112.96 - 175.50,112.96,175.50,-62.54,GhostingTheLombardi,GhostingTheLombardi,
Richard,2014,4,2,avatar The Wolf of Greek St,Win,121.36 - 85.16,121.36, 85.16,36.2,The Wolf of Greek St,The Wolf of Greek St,
Richard,2014,4,3,avatar Commissioner Gordon,Win,119.16 - 90.22,119.16, 90.22,28.94,Commissioner Gordon,Commissioner Gordon,
Richard,2014,4,4,avatar The Mighty Albatross,Win,128.24 - 85.64,128.24, 85.64,42.6,The Mighty Albatross,The Mighty Albatross,
Richard,2014,4,5,avatar Poppy's Champions,Loss,95.56 - 115.34,95.56 ,115.34,-19.78,Poppy's Champions,Poppy's Champions,
Richard,2014,4,6,avatar Milk Man,Win,113.14 - 79.04,113.14, 79.04,34.1,Milk Man,Milk Man,
Richard,2014,4,7,avatar Persian Immortals,Loss,85.90 - 115.12,85.90 ,115.12,-29.22,Persian Immortals,The People's Champ,
Richard,2014,4,8,avatar GhostingTheLombardi,Win,165.68 - 148.60,165.68,148.60,17.08,GhostingTheLombardi,GhostingTheLombardi,
Richard,2014,4,9,avatar HEAD,Loss,94.76 - 102.54,94.76 ,102.54,-7.78,HEAD,Black Mass,
Richard,2014,4,10,avatar The Black Shepherd,Loss,111.38 - 147.70,111.38,147.70,-36.32,The Black Shepherd,The Black Shepherd,
Richard,2014,4,11,avatar The Wolf of Greek St,Loss,81.20 - 99.08,81.20 , 99.08,-17.88,The Wolf of Greek St,The Wolf of Greek St,
Richard,2014,4,12,avatar Commissioner Gordon,Loss,80.10 - 146.10,80.10 ,146.10,-66,Commissioner Gordon,Commissioner Gordon,
Richard,2014,4,13,avatar Milk Man,Loss,87.10 - 91.04,87.10 , 91.04,-3.94,Milk Man,Milk Man,
The Black Shepherd,2014,4,1,avatar Dune Squad,Win,147.64 - 93.20,147.64, 93.20,54.44,Dune Squad,Dune Squad,
The Black Shepherd,2014,4,2,avatar Poppy's Champions,Loss,98.74 - 119.04,98.74 ,119.04,-20.3,Poppy's Champions,Poppy's Champions,
The Black Shepherd,2014,4,3,avatar The Mighty Albatross,Loss,61.84 - 101.10,61.84 ,101.10,-39.26,The Mighty Albatross,The Mighty Albatross,
The Black Shepherd,2014,4,4,avatar Milk Man,Win,109.02 - 92.72,109.02, 92.72,16.3,Milk Man,Milk Man,
The Black Shepherd,2014,4,5,avatar The Wolf of Greek St,Win,146.46 - 106.76,146.46,106.76,39.7,The Wolf of Greek St,The Wolf of Greek St,
The Black Shepherd,2014,4,6,avatar Surace,Win,96.68 - 80.14,96.68 , 80.14,16.54,Surace,Surace,
The Black Shepherd,2014,4,7,avatar HEAD,Win,124.22 - 96.30,124.22, 96.30,27.92,HEAD,Black Mass,
The Black Shepherd,2014,4,8,avatar Dune Squad,Win,119.14 - 103.88,119.14,103.88,15.26,Dune Squad,Dune Squad,
The Black Shepherd,2014,4,9,avatar Commissioner Gordon,Loss,95.42 - 132.28,95.42 ,132.28,-36.86,Commissioner Gordon,Commissioner Gordon,
The Black Shepherd,2014,4,10,avatar richard,Win,147.70 - 111.38,147.70,111.38,36.32,richard,richard,
The Black Shepherd,2014,4,11,avatar Poppy's Champions,Loss,112.96 - 129.24,112.96,129.24,-16.28,Poppy's Champions,Poppy's Champions,
The Black Shepherd,2014,4,12,avatar The Mighty Albatross,Win,153.08 - 99.96,153.08, 99.96,53.12,The Mighty Albatross,The Mighty Albatross,
The Black Shepherd,2014,4,13,avatar Surace,Win,107.36 - 68.60,107.36, 68.60,38.76,Surace,Surace,
The Mighty Albatross,2014,4,1,avatar Surace,Win,107.98 - 92.22,107.98, 92.22,15.76,Surace,Surace,
The Mighty Albatross,2014,4,2,avatar Dune Squad,Win,107.14 - 78.88,107.14, 78.88,28.26,Dune Squad,Dune Squad,
The Mighty Albatross,2014,4,3,avatar The Black Shepherd,Win,101.10 - 61.84,101.10, 61.84,39.26,The Black Shepherd,The Black Shepherd,
The Mighty Albatross,2014,4,4,avatar richard,Loss,85.64 - 128.24,85.64 ,128.24,-42.6,richard,richard,
The Mighty Albatross,2014,4,5,avatar GhostingTheLombardi,Loss,86.14 - 130.28,86.14 ,130.28,-44.14,GhostingTheLombardi,GhostingTheLombardi,
The Mighty Albatross,2014,4,6,avatar HEAD,Loss,104.80 - 110.06,104.80,110.06,-5.26,HEAD,Black Mass,
The Mighty Albatross,2014,4,7,avatar Poppy's Champions,Loss,92.34 - 110.90,92.34 ,110.90,-18.56,Poppy's Champions,Poppy's Champions,
The Mighty Albatross,2014,4,8,avatar Surace,Loss,96.56 - 127.72,96.56 ,127.72,-31.16,Surace,Surace,
The Mighty Albatross,2014,4,9,avatar Persian Immortals,Win,147.82 - 94.28,147.82, 94.28,53.54,Persian Immortals,The People's Champ,
The Mighty Albatross,2014,4,10,avatar Milk Man,Win,156.38 - 111.28,156.38,111.28,45.1,Milk Man,Milk Man,
The Mighty Albatross,2014,4,11,avatar Dune Squad,Win,96.48 - 70.32,96.48 , 70.32,26.16,Dune Squad,Dune Squad,
The Mighty Albatross,2014,4,12,avatar The Black Shepherd,Loss,99.96 - 153.08,99.96 ,153.08,-53.12,The Black Shepherd,The Black Shepherd,
The Mighty Albatross,2014,4,13,avatar HEAD,Win,101.70 - 56.80,101.70, 56.80,44.9,HEAD,Black Mass,
The People's Champ,2014,4,1,avatar Milk Man,Win,113.34 - 94.56,113.34, 94.56,18.78,Milk Man,Milk Man,
The People's Champ,2014,4,2,avatar GhostingTheLombardi,Win,138.62 - 77.38,138.62, 77.38,61.24,GhostingTheLombardi,GhostingTheLombardi,
The People's Champ,2014,4,3,avatar The Wolf of Greek St,Loss,75.58 - 115.48,75.58 ,115.48,-39.9,The Wolf of Greek St,The Wolf of Greek St,
The People's Champ,2014,4,4,avatar Surace,Loss,110.02 - 121.92,110.02,121.92,-11.9,Surace,Surace,
The People's Champ,2014,4,5,avatar Dune Squad,Loss,57.54 - 100.12,57.54 ,100.12,-42.58,Dune Squad,Dune Squad,
The People's Champ,2014,4,6,avatar Commissioner Gordon,Win,112.92 - 95.42,112.92, 95.42,17.5,Commissioner Gordon,Commissioner Gordon,
The People's Champ,2014,4,7,avatar richard,Win,115.12 - 85.90,115.12, 85.90,29.22,richard,richard,
The People's Champ,2014,4,8,avatar Milk Man,Win,91.44 - 91.36,91.44 , 91.36,0.08,Milk Man,Milk Man,
The People's Champ,2014,4,9,avatar The Mighty Albatross,Loss,94.28 - 147.82,94.28 ,147.82,-53.54,The Mighty Albatross,The Mighty Albatross,
The People's Champ,2014,4,10,avatar Poppy's Champions,Loss,93.10 - 131.10,93.10 ,131.10,-38,Poppy's Champions,Poppy's Champions,
The People's Champ,2014,4,11,avatar GhostingTheLombardi,Loss,107.32 - 116.32,107.32,116.32,-9,GhostingTheLombardi,GhostingTheLombardi,
The People's Champ,2014,4,12,avatar The Wolf of Greek St,Loss,126.94 - 142.30,126.94,142.30,-15.36,The Wolf of Greek St,The Wolf of Greek St,
The People's Champ,2014,4,13,avatar Commissioner Gordon,Loss,116.24 - 141.38,116.24,141.38,-25.14,Commissioner Gordon,Commissioner Gordon,
The Wolf of Greek St,2014,4,1,avatar Commissioner Gordon,Win,106.34 - 92.12,106.34, 92.12,14.22,Commissioner Gordon,Commissioner Gordon,
The Wolf of Greek St,2014,4,2,avatar richard,Loss,85.16 - 121.36,85.16 ,121.36,-36.2,richard,richard,
The Wolf of Greek St,2014,4,3,avatar Persian Immortals,Win,115.48 - 75.58,115.48, 75.58,39.9,Persian Immortals,The People's Champ,
The Wolf of Greek St,2014,4,4,avatar HEAD,Win,95.08 - 92.80,95.08 , 92.80,2.28,HEAD,Black Mass,
The Wolf of Greek St,2014,4,5,avatar The Black Shepherd,Loss,106.76 - 146.46,106.76,146.46,-39.7,The Black Shepherd,The Black Shepherd,
The Wolf of Greek St,2014,4,6,avatar GhostingTheLombardi,Loss,111.80 - 124.10,111.80,124.10,-12.3,GhostingTheLombardi,GhostingTheLombardi,
The Wolf of Greek St,2014,4,7,avatar Milk Man,Loss,89.38 - 111.72,89.38 ,111.72,-22.34,Milk Man,Milk Man,
The Wolf of Greek St,2014,4,8,avatar Commissioner Gordon,Loss,122.46 - 128.24,122.46,128.24,-5.78,Commissioner Gordon,Commissioner Gordon,
