Team,Year,Season,Week,Opponent,Outcome,Score,Points For,Points Against,Margin of Victory,Opponent Name,Real Opponent Name,
The Wolf of Greek St,2014,4,9,avatar Surace,Win,120.60 - 111.82,120.60,111.82,8.78,Surace,Surace,
The Wolf of Greek St,2014,4,10,avatar Dune Squad,Win,106.52 - 87.08,106.52, 87.08,19.44,Dune Squad,Dune Squad,
The Wolf of Greek St,2014,4,11,avatar richard,Win,99.08 - 81.20,99.08 , 81.20,17.88,richard,richard,
The Wolf of Greek St,2014,4,12,avatar Persian Immortals,Win,142.30 - 126.94,142.30,126.94,15.36,Persian Immortals,The People's Champ,
The Wolf of Greek St,2014,4,13,avatar GhostingTheLombardi,Loss,160.20 - 183.50,160.20,183.50,-23.3,GhostingTheLombardi,GhostingTheLombardi,
Surace,2013,3,1,avatar GhostingTheLombardi,Loss,90.72 - 91.70,90.72 , 91.70,-0.98,GhostingTheLombardi,GhostingTheLombardi,
Surace,2013,3,2,avatar HEAD,Loss,112.04 - 115.02,112.04,115.02,-2.98,HEAD,Black Mass,
Surace,2013,3,3,avatar The Black Shepherd,Win,107.96 - 96.34,107.96, 96.34,11.62,The Black Shepherd,The Black Shepherd,
Surace,2013,3,4,avatar Dune Squad,Loss,88.58 - 154.58,88.58 ,154.58,-66,Dune Squad,Dune Squad,
Surace,2013,3,5,avatar The People's Champ,Win,112.56 - 89.92,112.56, 89.92,22.64,The People's Champ,The People's Champ,
Surace,2013,3,6,avatar Starvin' Marvin,Win,79.88 - 65.10,79.88 , 65.10,14.78,Starvin' Marvin,The Wolf of Greek St,
Surace,2013,3,7,avatar Commissioner Gordon,Loss,95.42 - 156.56,95.42 ,156.56,-61.14,Commissioner Gordon,Commissioner Gordon,
Surace,2013,3,8,avatar GhostingTheLombardi,Loss,110.64 - 112.36,110.64,112.36,-1.72,GhostingTheLombardi,GhostingTheLombardi,
Surace,2013,3,9,avatar The Mighty Albatross,Loss,134.14 - 138.32,134.14,138.32,-4.18,The Mighty Albatross,The Mighty Albatross,
Surace,2013,3,10,avatar poppy's avengers,Loss,69.22 - 94.06,69.22 , 94.06,-24.84,poppy's avengers,Poppy's Champions,
Surace,2013,3,11,avatar HEAD,Win,129.58 - 83.22,129.58, 83.22,46.36,HEAD,Black Mass,
Surace,2013,3,12,avatar The Black Shepherd,Loss,80.92 - 83.18,80.92 , 83.18,-2.26,The Black Shepherd,The Black Shepherd,
Surace,2013,3,13,avatar Starvin' Marvin,Win,129.80 - 81.20,129.80, 81.20,48.6,Starvin' Marvin,The Wolf of Greek St,
Commisioner Gordan,2013,3,1,avatar Starvin' Marvin,Win,98.40 - 97.82,98.40 , 97.82,0.58,Starvin' Marvin,The Wolf of Greek St,
Commisioner Gordan,2013,3,2,avatar The Black Shepherd,Win,108.36 - 73.06,108.36, 73.06,35.3,The Black Shepherd,The Black Shepherd,
Commisioner Gordan,2013,3,3,avatar GhostingTheLombardi,Win,185.22 - 87.58,185.22, 87.58,97.64,GhostingTheLombardi,GhostingTheLombardi,
Commisioner Gordan,2013,3,4,avatar The Mighty Albatross,Win,157.44 - 81.68,157.44, 81.68,75.76,The Mighty Albatross,The Mighty Albatross,
Commisioner Gordan,2013,3,5,avatar poppy's avengers,Loss,97.64 - 102.08,97.64 ,102.08,-4.44,poppy's avengers,Poppy's Champions,
Commisioner Gordan,2013,3,6,avatar HEAD,Loss,101.68 - 109.32,101.68,109.32,-7.64,HEAD,Black Mass,
Commisioner Gordan,2013,3,7,avatar Surace,Win,156.56 - 95.42,156.56, 95.42,61.14,Surace,Surace,
Commisioner Gordan,2013,3,8,avatar Starvin' Marvin,Loss,74.04 - 100.14,74.04 ,100.14,-26.1,Starvin' Marvin,The Wolf of Greek St,
Commisioner Gordan,2013,3,9,avatar Milk Man,Win,134.66 - 66.10,134.66, 66.10,68.56,Milk Man,Milk Man,
Commisioner Gordan,2013,3,10,avatar richard,Loss,106.06 - 138.88,106.06,138.88,-32.82,richard,richard,
Commisioner Gordan,2013,3,11,avatar The Black Shepherd,Win,142.36 - 106.58,142.36,106.58,35.78,The Black Shepherd,The Black Shepherd,
Commisioner Gordan,2013,3,12,avatar GhostingTheLombardi,Win,105.96 - 70.28,105.96, 70.28,35.68,GhostingTheLombardi,GhostingTheLombardi,
Commisioner Gordan,2013,3,13,avatar HEAD,Win,141.72 - 128.12,141.72,128.12,13.6,HEAD,Black Mass,
Black Mass,2013,3,1,avatar The Black Shepherd,Loss,107.18 - 107.96,107.18,107.96,-0.78,The Black Shepherd,The Black Shepherd,
Black Mass,2013,3,2,avatar Surace,Win,115.02 - 112.04,115.02,112.04,2.98,Surace,Surace,
Black Mass,2013,3,3,avatar Starvin' Marvin,Win,109.90 - 99.00,109.90, 99.00,10.9,Starvin' Marvin,The Wolf of Greek St,
Black Mass,2013,3,4,avatar richard,Loss,89.98 - 152.12,89.98 ,152.12,-62.14,richard,richard,
Black Mass,2013,3,5,avatar Dune Squad,Win,105.98 - 73.46,105.98, 73.46,32.52,Dune Squad,Dune Squad,
Black Mass,2013,3,6,avatar Commissioner Gordon,Win,109.32 - 101.68,109.32,101.68,7.64,Commissioner Gordon,Commissioner Gordon,
Black Mass,2013,3,7,avatar GhostingTheLombardi,Loss,78.98 - 99.50,78.98 , 99.50,-20.52,GhostingTheLombardi,GhostingTheLombardi,
Black Mass,2013,3,8,avatar The Black Shepherd,Win,119.92 - 67.60,119.92, 67.60,52.32,The Black Shepherd,The Black Shepherd,
Black Mass,2013,3,9,avatar The People's Champ,Loss,77.16 - 118.82,77.16 ,118.82,-41.66,The People's Champ,The People's Champ,
Black Mass,2013,3,10,avatar The Mighty Albatross,Loss,92.76 - 109.90,92.76 ,109.90,-17.14,The Mighty Albatross,The Mighty Albatross,
Black Mass,2013,3,11,avatar Surace,Loss,83.22 - 129.58,83.22 ,129.58,-46.36,Surace,Surace,
Black Mass,2013,3,12,avatar Starvin' Marvin,Loss,87.06 - 138.56,87.06 ,138.56,-51.5,Starvin' Marvin,The Wolf of Greek St,
Black Mass,2013,3,13,avatar Commissioner Gordon,Loss,128.12 - 141.72,128.12,141.72,-13.6,Commissioner Gordon,Commissioner Gordon,
Dune Squad,2013,3,1,avatar Milk Man,Win,146.26 - 141.62,146.26,141.62,4.64,Milk Man,Milk Man,
Dune Squad,2013,3,2,avatar The People's Champ,Loss,111.70 - 133.38,111.70,133.38,-21.68,The People's Champ,The People's Champ,
Dune Squad,2013,3,3,avatar poppy's avengers,Loss,60.24 - 88.30,60.24 , 88.30,-28.06,poppy's avengers,Poppy's Champions,
Dune Squad,2013,3,4,avatar Surace,Win,154.58 - 88.58,154.58, 88.58,66,Surace,Surace,
Dune Squad,2013,3,5,avatar HEAD,Loss,73.46 - 105.98,73.46 ,105.98,-32.52,HEAD,Black Mass,
Dune Squad,2013,3,6,avatar The Mighty Albatross,Win,88.46 - 77.00,88.46 , 77.00,11.46,The Mighty Albatross,The Mighty Albatross,
Dune Squad,2013,3,7,avatar richard,Win,110.62 - 53.50,110.62, 53.50,57.12,richard,richard,
Dune Squad,2013,3,8,avatar Milk Man,Win,124.28 - 98.26,124.28, 98.26,26.02,Milk Man,Milk Man,
Dune Squad,2013,3,9,avatar The Black Shepherd,Win,96.42 - 96.38,96.42 , 96.38,0.04,The Black Shepherd,The Black Shepherd,
Dune Squad,2013,3,10,avatar Starvin' Marvin,Win,144.64 - 96.62,144.64, 96.62,48.02,Starvin' Marvin,The Wolf of Greek St,
Dune Squad,2013,3,11,avatar The People's Champ,Loss,125.46 - 134.98,125.46,134.98,-9.52,The People's Champ,The People's Champ,
Dune Squad,2013,3,12,avatar poppy's avengers,Win,128.52 - 119.86,128.52,119.86,8.66,poppy's avengers,Poppy's Champions,
Dune Squad,2013,3,13,avatar The Mighty Albatross,Win,141.38 - 110.10,141.38,110.10,31.28,The Mighty Albatross,The Mighty Albatross,
GhostingTheLombardi,2013,3,1,avatar Surace,Win,91.70 - 90.72,91.70 , 90.72,0.98,Surace,Surace,
GhostingTheLombardi,2013,3,2,avatar Starvin' Marvin,Loss,93.18 - 98.32,93.18 , 98.32,-5.14,Starvin' Marvin,The Wolf of Greek St,
GhostingTheLombardi,2013,3,3,avatar Commissioner Gordon,Loss,87.58 - 185.22,87.58 ,185.22,-97.64,Commissioner Gordon,Commissioner Gordon,
GhostingTheLombardi,2013,3,4,avatar The People's Champ,Win,116.62 - 114.48,116.62,114.48,2.14,The People's Champ,The People's Champ,
GhostingTheLombardi,2013,3,5,avatar The Mighty Albatross,Win,147.44 - 114.86,147.44,114.86,32.58,The Mighty Albatross,The Mighty Albatross,
GhostingTheLombardi,2013,3,6,avatar The Black Shepherd,Win,146.78 - 99.02,146.78, 99.02,47.76,The Black Shepherd,The Black Shepherd,
GhostingTheLombardi,2013,3,7,avatar HEAD,Win,99.50 - 78.98,99.50 , 78.98,20.52,HEAD,Black Mass,
GhostingTheLombardi,2013,3,8,avatar Surace,Win,112.36 - 110.64,112.36,110.64,1.72,Surace,Surace,
GhostingTheLombardi,2013,3,9,avatar poppy's avengers,Loss,78.08 - 160.28,78.08 ,160.28,-82.2,poppy's avengers,Poppy's Champions,
GhostingTheLombardi,2013,3,10,avatar Milk Man,Win,89.78 - 86.50,89.78 , 86.50,3.28,Milk Man,Milk Man,
GhostingTheLombardi,2013,3,11,avatar Starvin' Marvin,Loss,80.86 - 89.30,80.86 , 89.30,-8.44,Starvin' Marvin,The Wolf of Greek St,
GhostingTheLombardi,2013,3,12,avatar Commissioner Gordon,Loss,70.28 - 105.96,70.28 ,105.96,-35.68,Commissioner Gordon,Commissioner Gordon,
GhostingTheLombardi,2013,3,13,avatar The Black Shepherd,Loss,88.20 - 107.50,88.20 ,107.50,-19.3,The Black Shepherd,The Black Shepherd,
Milk Man,2013,3,1,avatar Dune Squad,Loss,141.62 - 146.26,141.62,146.26,-4.64,Dune Squad,Dune Squad,
Milk Man,2013,3,2,avatar The Mighty Albatross,Win,134.30 - 81.88,134.30, 81.88,52.42,The Mighty Albatross,The Mighty Albatross,
Milk Man,2013,3,3,avatar The People's Champ,Win,92.10 - 66.80,92.10 , 66.80,25.3,The People's Champ,The People's Champ,
Milk Man,2013,3,4,avatar The Black Shepherd,Loss,115.34 - 130.94,115.34,130.94,-15.6,The Black Shepherd,The Black Shepherd,
Milk Man,2013,3,5,avatar Starvin' Marvin,Loss,90.56 - 160.34,90.56 ,160.34,-69.78,Starvin' Marvin,The Wolf of Greek St,
Milk Man,2013,3,6,avatar richard,Loss,59.00 - 86.54,59.00 , 86.54,-27.54,richard,richard,
Milk Man,2013,3,7,avatar poppy's avengers,Loss,75.60 - 85.32,75.60 , 85.32,-9.72,poppy's avengers,Poppy's Champions,
Milk Man,2013,3,8,avatar Dune Squad,Loss,98.26 - 124.28,98.26 ,124.28,-26.02,Dune Squad,Dune Squad,
Milk Man,2013,3,9,avatar Commissioner Gordon,Loss,66.10 - 134.66,66.10 ,134.66,-68.56,Commissioner Gordon,Commissioner Gordon,
Milk Man,2013,3,10,avatar GhostingTheLombardi,Loss,86.50 - 89.78,86.50 , 89.78,-3.28,GhostingTheLombardi,GhostingTheLombardi,
Milk Man,2013,3,11,avatar The Mighty Albatross,Win,95.92 - 88.70,95.92 , 88.70,7.22,The Mighty Albatross,The Mighty Albatross,
Milk Man,2013,3,12,avatar The People's Champ,Loss,67.10 - 91.30,67.10 , 91.30,-24.2,The People's Champ,The People's Champ,
Milk Man,2013,3,13,avatar richard,Win,96.92 - 93.68,96.92 , 93.68,3.24,richard,richard,
Poppy's Champions,2013,3,1,avatar The Mighty Albatross,Loss,136.82 - 179.68,136.82,179.68,-42.86,The Mighty Albatross,The Mighty Albatross,
Poppy's Champions,2013,3,2,avatar richard,Loss,103.70 - 142.58,103.70,142.58,-38.88,richard,richard,
Poppy's Champions,2013,3,3,avatar Dune Squad,Win,88.30 - 60.24,88.30 , 60.24,28.06,Dune Squad,Dune Squad,
Poppy's Champions,2013,3,4,avatar Starvin' Marvin,Win,106.84 - 98.34,106.84, 98.34,8.5,Starvin' Marvin,The Wolf of Greek St,
Poppy's Champions,2013,3,5,avatar Commissioner Gordon,Win,102.08 - 97.64,102.08, 97.64,4.44,Commissioner Gordon,Commissioner Gordon,
Poppy's Champions,2013,3,6,avatar The People's Champ,Loss,130.78 - 151.28,130.78,151.28,-20.5,The People's Champ,The People's Champ,
Poppy's Champions,2013,3,7,avatar Milk Man,Win,85.32 - 75.60,85.32 , 75.60,9.72,Milk Man,Milk Man,
Poppy's Champions,2013,3,8,avatar The Mighty Albatross,Loss,69.44 - 144.64,69.44 ,144.64,-75.2,The Mighty Albatross,The Mighty Albatross,
Poppy's Champions,2013,3,9,avatar GhostingTheLombardi,Win,160.28 - 78.08,160.28, 78.08,82.2,GhostingTheLombardi,GhostingTheLombardi,
Poppy's Champions,2013,3,10,avatar Surace,Win,94.06 - 69.22,94.06 , 69.22,24.84,Surace,Surace,
Poppy's Champions,2013,3,11,avatar richard,Win,121.14 - 81.90,121.14, 81.90,39.24,richard,richard,
Poppy's Champions,2013,3,12,avatar Dune Squad,Loss,119.86 - 128.52,119.86,128.52,-8.66,Dune Squad,Dune Squad,
Poppy's Champions,2013,3,13,avatar The People's Champ,Win,129.44 - 124.10,129.44,124.10,5.34,The People's Champ,The People's Champ,
Richard,2013,3,1,avatar The People's Champ,Win,125.58 - 103.88,125.58,103.88,21.7,The People's Champ,The People's Champ,
Richard,2013,3,2,avatar poppy's avengers,Win,142.58 - 103.70,142.58,103.70,38.88,poppy's avengers,Poppy's Champions,
Richard,2013,3,3,avatar The Mighty Albatross,Win,139.38 - 74.56,139.38, 74.56,64.82,The Mighty Albatross,The Mighty Albatross,
Richard,2013,3,4,avatar HEAD,Win,152.12 - 89.98,152.12, 89.98,62.14,HEAD,Black Mass,
Richard,2013,3,5,avatar The Black Shepherd,Loss,109.72 - 153.96,109.72,153.96,-44.24,The Black Shepherd,The Black Shepherd,
Richard,2013,3,6,avatar Milk Man,Win,86.54 - 59.00,86.54 , 59.00,27.54,Milk Man,Milk Man,
Richard,2013,3,7,avatar Dune Squad,Loss,53.50 - 110.62,53.50 ,110.62,-57.12,Dune Squad,Dune Squad,
Richard,2013,3,8,avatar The People's Champ,Loss,115.28 - 132.16,115.28,132.16,-16.88,The People's Champ,The People's Champ,
Richard,2013,3,9,avatar Starvin' Marvin,Win,139.48 - 92.28,139.48, 92.28,47.2,Starvin' Marvin,The Wolf of Greek St,
Richard,2013,3,10,avatar Commissioner Gordon,Win,138.88 - 106.06,138.88,106.06,32.82,Commissioner Gordon,Commissioner Gordon,
Richard,2013,3,11,avatar poppy's avengers,Loss,81.90 - 121.14,81.90 ,121.14,-39.24,poppy's avengers,Poppy's Champions,
Richard,2013,3,12,avatar The Mighty Albatross,Loss,101.82 - 110.36,101.82,110.36,-8.54,The Mighty Albatross,The Mighty Albatross,
Richard,2013,3,13,avatar Milk Man,Loss,93.68 - 96.92,93.68 , 96.92,-3.24,Milk Man,Milk Man,
The Black Shepherd,2013,3,1,avatar HEAD,Win,107.96 - 107.18,107.96,107.18,0.78,HEAD,Black Mass,
The Black Shepherd,2013,3,2,avatar Commissioner Gordon,Loss,73.06 - 108.36,73.06 ,108.36,-35.3,Commissioner Gordon,Commissioner Gordon,
The Black Shepherd,2013,3,3,avatar Surace,Loss,96.34 - 107.96,96.34 ,107.96,-11.62,Surace,Surace,
The Black Shepherd,2013,3,4,avatar Milk Man,Win,130.94 - 115.34,130.94,115.34,15.6,Milk Man,Milk Man,
The Black Shepherd,2013,3,5,avatar richard,Win,153.96 - 109.72,153.96,109.72,44.24,richard,richard,
The Black Shepherd,2013,3,6,avatar GhostingTheLombardi,Loss,99.02 - 146.78,99.02 ,146.78,-47.76,GhostingTheLombardi,GhostingTheLombardi,
The Black Shepherd,2013,3,7,avatar Starvin' Marvin,Win,102.34 - 93.48,102.34, 93.48,8.86,Starvin' Marvin,The Wolf of Greek St,
The Black Shepherd,2013,3,8,avatar HEAD,Loss,67.60 - 119.92,67.60 ,119.92,-52.32,HEAD,Black Mass,
The Black Shepherd,2013,3,9,avatar Dune Squad,Loss,96.38 - 96.42,96.38 , 96.42,-0.04,Dune Squad,Dune Squad,
The Black Shepherd,2013,3,10,avatar The People's Champ,Win,124.06 - 64.62,124.06, 64.62,59.44,The People's Champ,The People's Champ,
The Black Shepherd,2013,3,11,avatar Commissioner Gordon,Loss,106.58 - 142.36,106.58,142.36,-35.78,Commissioner Gordon,Commissioner Gordon,
The Black Shepherd,2013,3,12,avatar Surace,Win,83.18 - 80.92,83.18 , 80.92,2.26,Surace,Surace,
The Black Shepherd,2013,3,13,avatar GhostingTheLombardi,Win,107.50 - 88.20,107.50, 88.20,19.3,GhostingTheLombardi,GhostingTheLombardi,
The Mighty Albatross,2013,3,1,avatar poppy's avengers,Win,179.68 - 136.82,179.68,136.82,42.86,poppy's avengers,Poppy's Champions,
The Mighty Albatross,2013,3,2,avatar Milk Man,Loss,81.88 - 134.30,81.88 ,134.30,-52.42,Milk Man,Milk Man,
The Mighty Albatross,2013,3,3,avatar richard,Loss,74.56 - 139.38,74.56 ,139.38,-64.82,richard,richard,
The Mighty Albatross,2013,3,4,avatar Commissioner Gordon,Loss,81.68 - 157.44,81.68 ,157.44,-75.76,Commissioner Gordon,Commissioner Gordon,
The Mighty Albatross,2013,3,5,avatar GhostingTheLombardi,Loss,114.86 - 147.44,114.86,147.44,-32.58,GhostingTheLombardi,GhostingTheLombardi,
The Mighty Albatross,2013,3,6,avatar Dune Squad,Loss,77.00 - 88.46,77.00 , 88.46,-11.46,Dune Squad,Dune Squad,
The Mighty Albatross,2013,3,7,avatar The People's Champ,Win,128.90 - 116.56,128.90,116.56,12.34,The People's Champ,The People's Champ,
The Mighty Albatross,2013,3,8,avatar poppy's avengers,Win,144.64 - 69.44,144.64, 69.44,75.2,poppy's avengers,Poppy's Champions,
The Mighty Albatross,2013,3,9,avatar Surace,Win,138.32 - 134.14,138.32,134.14,4.18,Surace,Surace,
The Mighty Albatross,2013,3,10,avatar HEAD,Win,109.90 - 92.76,109.90, 92.76,17.14,HEAD,Black Mass,
The Mighty Albatross,2013,3,11,avatar Milk Man,Loss,88.70 - 95.92,88.70 , 95.92,-7.22,Milk Man,Milk Man,
The Mighty Albatross,2013,3,12,avatar richard,Win,110.36 - 101.82,110.36,101.82,8.54,richard,richard,
The Mighty Albatross,2013,3,13,avatar Dune Squad,Loss,110.10 - 141.38,110.10,141.38,-31.28,Dune Squad,Dune Squad,
The People's Champ,2013,3,1,avatar richard,Loss,103.88 - 125.58,103.88,125.58,-21.7,richard,richard,
The People's Champ,2013,3,2,avatar Dune Squad,Win,133.38 - 111.70,133.38,111.70,21.68,Dune Squad,Dune Squad,
The People's Champ,2013,3,3,avatar Milk Man,Loss,66.80 - 92.10,66.80 , 92.10,-25.3,Milk Man,Milk Man,
The People's Champ,2013,3,4,avatar GhostingTheLombardi,Loss,114.48 - 116.62,114.48,116.62,-2.14,GhostingTheLombardi,GhostingTheLombardi,
The People's Champ,2013,3,5,avatar Surace,Loss,89.92 - 112.56,89.92 ,112.56,-22.64,Surace,Surace,
The People's Champ,2013,3,6,avatar poppy's avengers,Win,151.28 - 130.78,151.28,130.78,20.5,poppy's avengers,Poppy's Champions,
The People's Champ,2013,3,7,avatar The Mighty Albatross,Loss,116.56 - 128.90,116.56,128.90,-12.34,The Mighty Albatross,The Mighty Albatross,
The People's Champ,2013,3,8,avatar richard,Win,132.16 - 115.28,132.16,115.28,16.88,richard,richard,
The People's Champ,2013,3,9,avatar HEAD,Win,118.82 - 77.16,118.82, 77.16,41.66,HEAD,Black Mass,
The People's Champ,2013,3,10,avatar The Black Shepherd,Loss,64.62 - 124.06,64.62 ,124.06,-59.44,The Black Shepherd,The Black Shepherd,
The People's Champ,2013,3,11,avatar Dune Squad,Win,134.98 - 125.46,134.98,125.46,9.52,Dune Squad,Dune Squad,
The People's Champ,2013,3,12,avatar Milk Man,Win,91.30 - 67.10,91.30 , 67.10,24.2,Milk Man,Milk Man,
The People's Champ,2013,3,13,avatar poppy's avengers,Loss,124.10 - 129.44,124.10,129.44,-5.34,poppy's avengers,Poppy's Champions,
The Wolf of Greek St,2013,3,1,avatar Commissioner Gordon,Loss,97.82 - 98.40,97.82 , 98.40,-0.58,Commissioner Gordon,Commissioner Gordon,
The Wolf of Greek St,2013,3,2,avatar GhostingTheLombardi,Win,98.32 - 93.18,98.32 , 93.18,5.14,GhostingTheLombardi,GhostingTheLombardi,
The Wolf of Greek St,2013,3,3,avatar HEAD,Loss,99.00 - 109.90,99.00 ,109.90,-10.9,HEAD,Black Mass,
The Wolf of Greek St,2013,3,4,avatar poppy's avengers,Loss,98.34 - 106.84,98.34 ,106.84,-8.5,poppy's avengers,Poppy's Champions,
The Wolf of Greek St,2013,3,5,avatar Milk Man,Win,160.34 - 90.56,160.34, 90.56,69.78,Milk Man,Milk Man,
The Wolf of Greek St,2013,3,6,avatar Surace,Loss,65.10 - 79.88,65.10 , 79.88,-14.78,Surace,Surace,
The Wolf of Greek St,2013,3,7,avatar The Black Shepherd,Loss,93.48 - 102.34,93.48 ,102.34,-8.86,The Black Shepherd,The Black Shepherd,
The Wolf of Greek St,2013,3,8,avatar Commissioner Gordon,Win,100.14 - 74.04,100.14, 74.04,26.1,Commissioner Gordon,Commissioner Gordon,
The Wolf of Greek St,2013,3,9,avatar richard,Loss,92.28 - 139.48,92.28 ,139.48,-47.2,richard,richard,
The Wolf of Greek St,2013,3,10,avatar Dune Squad,Loss,96.62 - 144.64,96.62 ,144.64,-48.02,Dune Squad,Dune Squad,
